cycle,concept_error,concept_stability,concept_dim,self_model_accuracy,meta_triggered,num_goals,goal_stability,revisit_bias
1571,0.10677962375350208,0.9998423562991066,4,0.7913486005089059,1,2,0.9948540506398297,0.08604125157677472
1572,0.10175029783255322,0.9998518335673832,4,0.7914812460267006,1,2,0.9948956002212284,0.08636376338734078
1573,0.10109004616046056,0.9998348916390412,4,0.7916137229987293,1,2,0.9950396176115763,0.0860970387325577
1574,0.09886593442425276,0.9998241881824157,4,0.7917460317460318,1,2,0.9955885320431908,0.08641223909878563
1575,0.10490493246795532,0.9998332904458327,4,0.7918781725888325,1,2,0.9953799945854558,0.0869026546229067
1576,0.10701557571069112,0.9998208937288326,4,0.7920101458465441,1,2,0.995072605385656,0.08501005474925712
1577,0.09348595848478167,0.9998136623486537,4,0.7921419518377694,1,2,0.995112641621131,0.08576377364818205
1578,0.10670884188694696,0.9998258631079642,4,0.792273590880304,1,2,0.9951181709483512,0.0858404033685881
1579,0.0983783242542034,0.9998229325173361,4,0.7924050632911392,1,2,0.9951761850226974,0.08603776333715274
1580,0.10363957641592537,0.9998129599190926,4,0.7925363693864642,1,2,0.9950423000868199,0.08697062898588666
1581,0.10170047960142198,0.9998180530030069,4,0.7926675094816688,1,2,0.9950941130232156,0.08681626820322262
1582,0.10171707583723125,0.9998277219835546,4,0.7927984838913456,1,2,0.9945475249499485,0.08679779107302274
1583,0.11261943994897805,0.9997779985111547,4,0.7929292929292929,1,2,0.994343001358312,0.0866458519855524
1584,0.10641461901823736,0.9997599192157983,4,0.7930599369085174,1,2,0.9941872191801376,0.08674726431406077
1585,0.10023573108588123,0.9997710910286454,4,0.7931904161412359,1,2,0.9937315058352012,0.08730002535239087
1586,0.11163377693945242,0.999770490104322,4,0.7933207309388783,1,2,0.9936816846471832,0.08702877249943711
1587,0.10194342671454709,0.9997705530475083,4,0.7934508816120907,1,2,0.9936933104828607,0.08635136057831971
1588,0.09879093498587138,0.9997737861702397,4,0.7935808684707363,1,2,0.9936101171252167,0.08617773984336727
1589,0.1122500222641184,0.9997662277384343,4,0.7937106918238994,1,2,0.9932400607279507,0.08597532050736252
1590,0.11104770315893633,0.9997535445811867,4,0.7938403519798869,1,2,0.9930304436489796,0.08668881709101539
1591,0.10527711494819553,0.9997896704530123,4,0.7939698492462312,1,2,0.9930994111697605,0.08638924948333054
1592,0.09276935138318632,0.9997942056089002,4,0.7940991839296924,1,2,0.9928931126410975,0.08615894047226598
1593,0.10296188743734755,0.9998146575820529,4,0.794228356336261,1,2,0.9929108098105772,0.08608916650388726
1594,0.10582499989822852,0.9998204754448856,4,0.7943573667711599,1,2,0.9927334242030524,0.08632050191688273
1595,0.10193646089434771,0.9998182103299084,4,0.7944862155388471,1,2,0.9926292682157911,0.08711107485271118
1596,0.0957688322439879,0.9998184887573159,4,0.7946149029430182,1,2,0.9929970066232453,0.08555611320599338
1597,0.10419997018934762,0.9998230248173428,4,0.7947434292866082,1,2,0.9930716713313338,0.08599236242730411
1598,0.09310552707069081,0.9998218668858242,4,0.7948717948717948,1,2,0.9930838009401576,0.08573045587968825
1599,0.10635375709363112,0.9998102372646741,4,0.795,1,2,0.993105848818676,0.08596694774591135
1600,0.10775643238175613,0.9989250897984018,4,0.7945034353529045,1,2,0.0,0.09767269828382287
1601,0.10685028182306847,0.998304278792243,4,0.7940074906367042,1,2,0.0,0.09762142640467222
1602,0.1102675091284249,0.9978113772987827,4,0.793512164691204,1,2,0.0,0.09708189208213995
1603,0.09812957327274506,0.9972006931258361,4,0.7930174563591023,1,2,0.0,0.09792218666358046
1604,0.11022322066607734,0.9965700070417896,4,0.7925233644859813,1,2,0.0,0.09798785185664527
1605,0.10613194567416522,0.9959801449746202,4,0.7920298879202988,1,2,0.0,0.09715345793172547
1606,0.11035716865595385,0.9957252450446886,4,0.791537025513379,1,2,0.0,0.09729295574873086
1607,0.09629429940952841,0.9953776027415923,4,0.7910447761194029,1,2,0.0,0.09691164233234327
1608,0.10432737036345271,0.995383827476025,4,0.7905531385954009,1,2,0.0,0.09741287914257096
1609,0.10375227378316082,0.9955040588879516,4,0.7900621118012422,1,2,0.0,0.09752000976445961
1610,0.10176219741529331,0.9955734509360151,4,0.7895716945996276,1,2,0.0,0.09636556897490295
1611,0.10592968121660025,0.9956763842052502,4,0.7890818858560794,1,2,0.0,0.09705810565380467
1612,0.10079196592689388,0.9958226564062221,4,0.7885926844389337,1,2,0.0,0.09767225325792289
1613,0.10788170529457318,0.9962254318489452,4,0.7881040892193308,1,2,0.0,0.09772614083496092
1614,0.11166850908772029,0.9967316245248387,4,0.788235294117647,1,2,0.0,0.09722208070569624
1615,0.09613483017185881,0.9971343663881642,4,0.7883663366336634,1,2,0.0,0.0967216483791019
1616,0.10009794842083224,0.9975799853125069,4,0.7884972170686456,1,2,0.0,0.09766675077849851
1617,0.11443942942917104,0.9981394029749088,4,0.788627935723115,1,2,0.0,0.0969715589016948
1618,0.10439435186847396,0.9987976391756467,4,0.78875849289685,1,2,0.0,0.09744542453017649
1619,0.10808784396812986,0.999727460444273,4,0.7888888888888889,1,2,0.9933821455679837,0.09687641709727846
1620,0.10775616819131739,0.9997219226182285,4,0.7890191239975324,1,2,0.9932156551778909,0.09722102315200093
1621,0.0990795686252981,0.9997043129181589,4,0.7891491985203453,1,2,0.993396070681537,0.09674858084367564
1622,0.10562070504656526,0.9997051572084533,4,0.789279112754159,1,2,0.9934001594912623,0.09722230996182792
1623,0.10587662549817536,0.9997043204767428,4,0.7894088669950738,1,2,0.9935979293463224,0.09755771447344995
1624,0.10495400977251645,0.9997096808603063,4,0.7895384615384615,1,2,0.9935357804626604,0.09703990135660234
1625,0.11158168598495191,0.9997183544772709,4,0.7896678966789668,1,2,0.993582330786147,0.09728351675445307
1626,0.10371079376814832,0.9997224222736919,4,0.7897971727105101,1,2,0.99356220837081,0.09714728158807817
1627,0.10357056050104718,0.9997264205505305,4,0.7899262899262899,1,2,0.9934889801666023,0.097786522403661
1628,0.11039125497898382,0.9997211111923638,4,0.7900552486187845,1,2,0.9934617210623315,0.09642813900567877
1629,0.10645163127305216,0.9997405806462414,4,0.7901840490797546,1,2,0.9932936359333433,0.0974620192268752
1630,0.1066025312037124,0.9997365848987251,4,0.7903126916002452,1,2,0.9932289634827349,0.09810152485867214
1631,0.10215564429837388,0.9997375626628098,4,0.7904411764705882,1,2,0.9925866293116206,0.09667984403523923
1632,0.11106628220993123,0.9996974674165081,4,0.7905695039804042,1,2,0.9925608122401013,0.09729629892038372
1633,0.11942994841695281,0.9996849573784444,4,0.7906976744186046,1,2,0.9924837952655874,0.0979080015107884
1634,0.10305769342193632,0.9996779104987988,4,0.7908256880733945,1,2,0.9924618608467173,0.09712375106975396
1635,0.09983933001490142,0.9996815450435845,4,0.7909535452322738,1,2,0.9927547419879889,0.09730962931656673
1636,0.1054961477132204,0.9996790868728517,4,0.7910812461820403,1,2,0.9932423566414592,0.09800918711558496
1637,0.10724570888030024,0.9996476216544774,4,0.7912087912087912,1,2,0.9932566645263912,0.0966523239154835
1638,0.10247602260010825,0.9996486945432402,4,0.7913361805979255,1,2,0.993183079676272,0.0973363479892182
1639,0.11027618367861786,0.9996910204450031,4,0.7914634146341464,1,2,0.9932283867003298,0.09820150862962672
1640,0.09977477157170066,0.9997100538301797,4,0.7915904936014625,1,2,0.9936326912350728,0.09720971158646985
1641,0.11005844937815781,0.9997186414848066,4,0.7917174177831913,1,2,0.9936579503617007,0.09761279000144907
1642,0.09951076000614055,0.9997208191337986,4,0.7918441874619598,1,2,0.9935782352029685,0.09843044586709486
1643,0.09865028834044073,0.9997168550610073,4,0.791970802919708,1,2,0.9935148989273409,0.0976158309160197
1644,0.10257257353741962,0.9997160802251179,4,0.79209726443769,1,2,0.9935253839057581,0.09830369904750103
1645,0.09930725117009669,0.99972020576349,4,0.7922235722964763,1,2,0.993479688741,0.09683876794587452
1646,0.10737142045142081,0.9997030846814774,4,0.7923497267759563,1,2,0.9935422375845413,0.0972370351819662
1647,0.10820451309537464,0.999707670864481,4,0.7924757281553398,1,2,0.9934832396021374,0.09776527552468756
1648,0.10767512703139098,0.9997139401894395,4,0.7926015767131595,1,2,0.9940709019466383,0.09837423373752811
1649,0.09435979068380984,0.9997173327604075,4,0.7927272727272727,1,2,0.9941163675890579,0.09764859420791523
1650,0.10597619343551223,0.99972231929191,4,0.7928528164748637,1,2,0.9941796640773278,0.097789081107089
1651,0.10468684044147097,0.9997317015200233,4,0.7929782082324455,1,2,0.9955368369502943,0.09677801234882522
1652,0.09787913462330544,0.9997632113939086,4,0.7931034482758621,1,2,0.9958537944595849,0.09712215305645783
1653,0.09784774235947222,0.9997684102047181,4,0.7932285368802902,1,2,0.9957001264850045,0.09759373944834862
1654,0.09769327349641575,0.9997642244675552,4,0.7933534743202417,1,2,0.9960996387747738,0.0977384364025214
1655,0.10080354320125084,0.9997701336486073,4,0.7934782608695652,1,2,0.9960533876363591,0.09747385089375485
1656,0.09711262196080728,0.9997817580044378,4,0.7936028968014484,1,2,0.995908907929198,0.09779022523310775
1657,0.10318183120454526,0.9997963402146547,4,0.7937273823884198,1,2,0.9959542070936213,0.09718957947369514
1658,0.11018669997429004,0.9998142021699136,4,0.7938517179023508,1,2,0.995938405497689,0.09748878396990632
1659,0.09491140381162305,0.9998171823850177,4,0.7939759036144578,1,2,0.9959336129692911,0.0974609963357085
1660,0.09496015445804751,0.9998120553756685,4,0.794099939795304,1,2,0.9959841389438908,0.0975618651594446
1661,0.10799888455593237,0.9998224478320606,4,0.7942238267148014,1,2,0.9960983139607681,0.09796108384633936
1662,0.10362159561219826,0.99981979614132,4,0.7943475646422129,1,2,0.9960204452724255,0.09717534821650516
1663,0.10719929456341899,0.999817899552039,4,0.7944711538461539,1,2,0.9959787611428618,0.0976201109432466
1664,0.09729915349700169,0.9998095362925721,4,0.7945945945945946,1,2,0.9960037331451919,0.0971666389094962
1665,0.09561987537784838,0.9997999444325318,4,0.7947178871548619,1,2,0.9959569808872986,0.09790584295664495
1666,0.1122062822019614,0.9998258329688227,4,0.7948410317936413,1,2,0.9961975100108242,0.09759024200111137
1667,0.10894094898557971,0.9998240089501809,4,0.7949640287769785,1,2,0.9961768154149273,0.09732120362511833
1668,0.10118180639344862,0.9998192135127941,4,0.7950868783702816,1,2,0.9961125606806354,0.09813071699029957
1669,0.10430500209901786,0.9998058904781142,4,0.7952095808383234,1,2,0.9959159209680098,0.09770752722798522
1670,0.10619163733104811,0.9997975497947242,4,0.7953321364452424,1,2,0.9959209920933203,0.09758498821041257
1671,0.10506219341386258,0.9997904455495399,4,0.7954545454545454,1,2,0.9958314212800714,0.09725968371721588
1672,0.09902355443942257,0.9997907557878972,4,0.7955768081291094,1,2,0.9958728878285923,0.0983847538002041
1673,0.09905647285555191,0.9997906698883626,4,0.7956989247311828,1,2,0.9957543748545976,0.09811530354179687
1674,0.09765078168214275,0.9997847342081423,4,0.7958208955223881,1,2,0.995279563128975,0.09743351656815455
1675,0.10319726200324963,0.999798526583402,4,0.7959427207637232,1,2,0.9951921989701606,0.09866482426031295
1676,0.10279872074807592,0.9997908435236628,4,0.7960644007155635,1,2,0.9946584207071443,0.09686175204282146
1677,0.09316896220550527,0.9998163080165843,4,0.7961859356376639,1,2,0.9946224775149656,0.09763804667476723
1678,0.09795515768963398,0.9998194555922536,4,0.7963073257891602,1,2,0.9945255652949756,0.09707559641951591
1679,0.09706387638821051,0.9998192425851534,4,0.7964285714285714,1,2,0.9944773390202706,0.09768989234344393
1680,0.10167496428976162,0.9998026425851783,4,0.7965496728138013,1,2,0.9946227269457831,0.09765229876507285
1681,0.09933553180821654,0.9998037326320979,4,0.7966706302021404,1,2,0.994550416103749,0.09831421913424562
1682,0.10153844936321466,0.9997909530296901,4,0.7967914438502673,1,2,0.9942251752864011,0.0981689001775835
1683,0.1054398021027732,0.9997867066386877,4,0.7969121140142518,1,2,0.9942293944903586,0.09730641118597771
1684,0.10221891003323709,0.9997931481331827,4,0.797032640949555,1,2,0.9938455388254902,0.09672250317255923
1685,0.09717611369264789,0.9998015570466118,4,0.797153024911032,1,2,0.9936884176967086,0.09805417421370054
1686,0.1059742061305037,0.9998103931436129,4,0.7972732661529343,1,2,0.993564766533416,0.09712303888665921
1687,0.10060899600155399,0.9998223081705861,4,0.79739336492891,1,2,0.9936368422821076,0.09748411451126493
1688,0.0952249728175119,0.9998164964824998,4,0.7975133214920072,1,2,0.993554244295278,0.09716599962132386
1689,0.10290754212228491,0.9998293457120202,4,0.7976331360946746,1,2,0.9934981720290075,0.09662158365269008
1690,0.10843333770708208,0.9998356842769665,4,0.797752808988764,1,2,0.9933499401190218,0.09678386993263664
1691,0.09991181539917902,0.9998473013817523,4,0.7978723404255319,1,2,0.9932528756987455,0.09738775521887172
1692,0.09248162844503001,0.9998479419545794,4,0.7979917306556409,1,2,0.9930525273858282,0.09672829196385757
1693,0.09929969679559926,0.9998477723079429,4,0.7981109799291618,1,2,0.9932931164958897,0.0978298886480068
1694,0.10127529188441475,0.9998628005936071,4,0.7982300884955752,1,2,0.9928083590690686,0.09831954262294543
1695,0.10087978404261363,0.9998673142742629,4,0.7983490566037735,1,2,0.9927105123599189,0.0982138466664448
1696,0.09714447825076056,0.999843616448287,4,0.7984678845020624,1,2,0.9927331617410984,0.09687984071391462
1697,0.10206310978223221,0.9998552387421497,4,0.7985865724381626,1,2,0.9926941507178427,0.09817056674885427
1698,0.09694680160650183,0.9998536050859734,4,0.7987051206592113,1,2,0.9927811977725427,0.09726538368965391
1699,0.09887120902357507,0.9998539240263168,4,0.7988235294117647,1,2,0.9928208238742569,0.0978368545226796
1700,0.10165580368103053,0.9989837767205791,4,0.7983539094650206,1,2,0.0,0.08577654194512684
1701,0.09384940020548682,0.9980873608814493,4,0.7978848413631022,1,2,0.0,0.08641217097614867
1702,0.10114618944099352,0.9972576009270563,4,0.7974163241338814,1,2,0.0,0.08549881794434122
1703,0.09271254833956717,0.9966907713882128,4,0.7969483568075117,1,2,0.0,0.08604718666358047
1704,0.1027435706804028,0.996288298209805,4,0.7964809384164223,1,2,0.0,0.0873278182872823
1705,0.09992488645091019,0.9959957386512434,4,0.7960140679953107,1,2,0.0,0.08638611493123238
1706,0.09464912320342522,0.9956350103522436,4,0.7955477445811365,1,2,0.0,0.08613459943281082
1707,0.09387707874817432,0.9954639991501799,4,0.7950819672131147,1,2,0.0,0.08600139455142612
1708,0.09708857035021806,0.9952869302561527,4,0.7946167349327092,1,2,0.0,0.08555673264116079
1709,0.09840886228734733,0.9950846933119367,4,0.7941520467836257,1,2,0.0,0.08598636495811604
1710,0.09082215897789198,0.9951385520575724,4,0.7936879018118059,1,2,0.0,0.0846208919632852
1711,0.09369727341037226,0.995316010360398,4,0.7932242990654206,1,2,0.0,0.0870265173417304
1712,0.09386044113411743,0.9956442807929603,4,0.7927612375948628,1,2,0.0,0.08698694475024703
1713,0.10635881230122123,0.996047324723998,4,0.7922987164527421,1,2,0.0,0.08627624203596414
1714,0.10475892969300257,0.9964511938062887,4,0.7924198250728863,1,2,0.0,0.0861795848902194
1715,0.09129403820566565,0.9969884318665295,4,0.7925407925407926,1,2,0.0,0.08553638255355372
1716,0.09584673349941417,0.9973977784271824,4,0.7926616191030867,1,2,0.0,0.08690587881195677
1717,0.10851604753030891,0.9980498258554711,4,0.7927823050058207,1,2,0.0,0.08629728269421211
1718,0.09986624324686393,0.9988033964816253,4,0.7929028504944735,1,2,0.0,0.08591747669099457
1719,0.09856128170638379,0.9997451528777177,4,0.7930232558139535,1,2,0.9941192350536946,0.08500974753808238
1720,0.0942682077910266,0.9997303314016436,4,0.7931435212085997,1,2,0.9941220826344938,0.08557102397430355
1721,0.087543577783753,0.999711706873111,4,0.7932636469221835,1,2,0.9943167882537541,0.0851599407885976
1722,0.09597333625535516,0.9997127941347443,4,0.7933836331979106,1,2,0.9942588568925108,0.0861194982000388
1723,0.0990459834678438,0.9997118173466475,4,0.7935034802784223,1,2,0.9941801045575387,0.08666903268873312
1724,0.10440679747283485,0.9997175001018048,4,0.7936231884057972,1,2,0.9944324256021689,0.08619551483873264
1725,0.10253006431895409,0.999726115112902,4,0.7937427578215527,1,2,0.9944129702801848,0.08558718915883244
1726,0.10534917783541012,0.9997295725238681,4,0.7938621887666474,1,2,0.9943760306900977,0.08540685548020288
1727,0.09473499301474178,0.9997302880964608,4,0.7939814814814815,1,2,0.9939691385776357,0.08731416951650581
1728,0.1022332273453427,0.9997229310198662,4,0.7941006362058993,1,2,0.9937066672477298,0.08544877436736487
1729,0.09738592272280408,0.9997442154966464,4,0.7942196531791907,1,2,0.9934783427588447,0.08631944922942944
1730,0.10091645217706353,0.99973855071953,4,0.7943385326400925,1,2,0.9937335743544129,0.08674571321402835
1731,0.09432320704120521,0.9997390316874708,4,0.7944572748267898,1,2,0.9936673403867466,0.0867416525591785
1732,0.10161496567916893,0.9997046139259033,4,0.7945758799769186,1,2,0.9937381753746707,0.08614278465050501
1733,0.10256794746179035,0.9996909463900948,4,0.7946943483275664,1,2,0.9934453161798926,0.08715293445596001
1734,0.09211966594135021,0.9996833206347806,4,0.7948126801152737,1,2,0.9934597352485683,0.08599616893495372
1735,0.09505570330602553,0.9996853744892521,4,0.7949308755760369,1,2,0.993578094150623,0.08613592994961115
1736,0.09895629750257451,0.999682598181705,4,0.795048934945308,1,2,0.9938871455818457,0.08654014518068052
1737,0.09164626950705627,0.9996525410462294,4,0.7951668584579977,1,2,0.9939513958914604,0.08571114859371362
1738,0.09839145211992525,0.9996509189825392,4,0.7952846463484762,1,2,0.9938945474188331,0.08620723011492473
1739,0.09549310582613699,0.9996916298981746,4,0.7954022988505747,1,2,0.9940121326884072,0.08671568447548153
1740,0.09255663347822413,0.9997124852907937,4,0.7955198161975876,1,2,0.9940641405131385,0.0860992495248652
1741,0.0988534508199338,0.9997212721715092,4,0.7956371986222732,1,2,0.9941601407375483,0.08666084035982825
1742,0.09137802238228718,0.9997233138289567,4,0.795754446356856,1,2,0.9938184078990737,0.08679905606615762
1743,0.09833779159908193,0.9997204763864134,4,0.7958715596330275,1,2,0.9938287578964514,0.0857408309160197
1744,0.09346695375428511,0.9997202562712753,4,0.7959885386819484,1,2,0.993807691415882,0.0870461323152574
1745,0.0926855087522914,0.9997240636543204,4,0.7961053837342497,1,2,0.9940481240654331,0.08581595411087617
1746,0.09217282809697697,0.9997078878102961,4,0.7962220950200344,1,2,0.9942377633949052,0.0864979531071407
1747,0.09488941231287346,0.9997147483330386,4,0.7963386727688787,1,2,0.9943555123931773,0.08679979965046102
1748,0.10138777112720251,0.9997256076478697,4,0.7964551172098342,1,2,0.994988496012317,0.08707622158332261
1749,0.08648259294655397,0.9997280690272758,4,0.7965714285714286,1,2,0.9950389286133596,0.08618164112393699
1750,0.0958291199527459,0.9997339870415173,4,0.7966876070816676,1,2,0.9950507888024451,0.08676416522120706
1751,0.09780222039128404,0.9997428417146965,4,0.7968036529680366,1,2,0.9952698723407609,0.086516427787711
1752,0.09189072985853315,0.9997727695158286,4,0.7969195664575014,1,2,0.995257632412959,0.08569791192010044
1753,0.09153704402019928,0.9997800028553614,4,0.7970353477765109,1,2,0.9951104072563737,0.08690475355057406
1754,0.09435612851406662,0.9997776677825101,4,0.7971509971509971,1,2,0.994994188731785,0.08725674200946494
1755,0.09036948341289675,0.9997824300603995,4,0.7972665148063781,1,2,0.9950698241082493,0.08679007794126187
1756,0.09037583274344764,0.9997941478657162,4,0.7973819009675583,1,2,0.9948189875365285,0.08696315044463881
1757,0.09387325436910529,0.9998035136673294,4,0.7974971558589306,1,2,0.9949179024686223,0.08677623294593684
1758,0.10467751259024691,0.9998226006406428,4,0.7976122797043775,1,2,0.9947853797112287,0.08627782558805161
1759,0.08887934570538697,0.9998252007296968,4,0.7977272727272727,1,2,0.994814244854072,0.0866805377885034
1760,0.08671020388912465,0.9998203691918456,4,0.7978421351504826,1,2,0.9951871451827764,0.08625663845279904
1761,0.09391771891907824,0.9998314681665235,4,0.7979568671963677,1,2,0.9952104594980108,0.08660709504538304
1762,0.0952745231589262,0.9998290132002382,4,0.7980714690867838,1,2,0.9952960141605596,0.08613931338292763
1763,0.09545921097184008,0.99982741901901,4,0.7981859410430839,1,2,0.9954624282944164,0.08682816609266766
1764,0.09122472283835124,0.9998170973833674,4,0.798300283286119,1,2,0.9953814333108053,0.08580491071820012
1765,0.08807602825352585,0.9998090693352137,4,0.79841449603624,1,2,0.9954144731517969,0.08635537538460264
1766,0.09610426409190771,0.9998328361022508,4,0.7985285795132994,1,2,0.995439977921475,0.08720803827227024
1767,0.10617025237675619,0.9998313328585106,4,0.7986425339366516,1,2,0.9954478709245802,0.08610008698059123
1768,0.09547640915805372,0.9998242586410244,4,0.7987563595251554,1,2,0.9954105036003771,0.08642414723604791
1769,0.0890452982709446,0.9998108165384694,4,0.7988700564971751,1,2,0.9953428878302362,0.0863314089516331
1770,0.09028207964349652,0.9998025984470907,4,0.7989836250705816,1,2,0.995344053071092,0.08676841477248202
1771,0.10199871913023911,0.999796773363123,4,0.7990970654627539,1,2,0.9953272180395851,0.08633081521226842
1772,0.09439017105935843,0.9997966020723785,4,0.7992103778905809,1,2,0.9955888883397259,0.08711293413810627
1773,0.09342794245953323,0.9997960780862593,4,0.7993235625704622,1,2,0.9955993485415855,0.08681567235448126
1774,0.09098096262866381,0.9997876977667542,4,0.7994366197183098,1,2,0.996000651588024,0.08660431514655657
1775,0.0935132112397545,0.999801109919903,4,0.7995495495495496,1,2,0.9956071455743267,0.08732729269642925
1776,0.0952920868632357,0.9997936978829903,4,0.7996623522791221,1,2,0.9954041605636069,0.085560628498877
1777,0.08557351773702895,0.9998207748263747,4,0.7997750281214848,1,2,0.9951279503684194,0.08613963723339152
1778,0.09799883392440753,0.9998239211071691,4,0.7998875772906127,1,2,0.9951468633993004,0.08596396552317673
1779,0.08816633404820207,0.9998242540553959,4,0.8,1,2,0.9951048751112388,0.08590904491849018
1780,0.09676986487259714,0.9998069604785657,4,0.8001122964626615,1,2,0.9949790900340717,0.08718001713133999
1781,0.09222965829222504,0.9998077663278264,4,0.8002244668911336,1,2,0.9948849791055248,0.08692029878796846
1782,0.09175584776627314,0.9997954274087713,4,0.8003365114974762,1,2,0.9944147831721528,0.08745222309984024
1783,0.0987816248435757,0.9997895131582988,4,0.8004484304932735,1,2,0.9941761905420707,0.08567134389870733
1784,0.09572801122749924,0.9997969513080384,4,0.8005602240896359,1,2,0.9938940776594696,0.08763916323578794
1785,0.09042122754419019,0.9998039435028623,4,0.8006718924972005,1,2,0.9936663425034151,0.0869166864305492
1786,0.09822048148615496,0.999812833832288,4,0.8007834359261332,1,2,0.9936528177766288,0.0861618374983425
1787,0.09416592635156043,0.9998219092253121,4,0.8008948545861297,1,2,0.9936712689481234,0.08623086896428907
1788,0.09114716585576853,0.999815270257888,4,0.801006148686417,1,2,0.9934069685995792,0.08557009689670535
1789,0.10046230022672775,0.9998272901830824,4,0.8011173184357542,1,2,0.9930596226481299,0.08551633015535286
1790,0.10035792868206957,0.9998320766875552,4,0.8012283640424344,1,2,0.992657432604297,0.0851683081775973
1791,0.08766872392484343,0.9998421702092987,4,0.8013392857142857,1,2,0.9925784789223228,0.08551275521887172
1792,0.08779860735979769,0.9998429467744315,4,0.8014500836586727,1,2,0.9922549385300565,0.08538095129510609
1793,0.09284127615441062,0.9998426633205083,4,0.8015607580824972,1,2,0.9924655984825971,0.08653265084650519
1794,0.09363646224567274,0.9998589314112036,4,0.8016713091922005,1,2,0.9922221012762087,0.08677787538708544
1795,0.0904350741492786,0.9998635324977128,4,0.8017817371937639,1,2,0.9921203584267473,0.08712152206931921
1796,0.08450913374902458,0.9998415273859973,4,0.80189204229271,1,2,0.992144302411673,0.08592698365066335
1797,0.09257405000923588,0.9998538217805988,4,0.8020022246941045,1,2,0.9922516623601453,0.08645639466151316
1798,0.08917916935998817,0.9998533069175617,4,0.802112284602557,1,2,0.992214164094746,0.08601956381314384
1799,0.09556638345951361,0.9998533858437383,4,0.8022222222222222,1,2,0.9922130995702159,0.08616588172384067
1800,0.09860045178132959,0.999014520521888,4,0.8017767906718489,1,2,0.0,0.09741643817252171
1801,0.09621519561588812,0.9983481101989244,4,0.8013318534961155,1,2,0.0,0.09762142640467222
1802,0.09931921505724667,0.9978106562564876,4,0.8008874098724348,1,2,0.0,0.09708189208213995
1803,0.08782596661124273,0.9972031403833883,4,0.8004434589800443,1,2,0.0,0.09792218666358046
1804,0.09926877846840457,0.9965946430408805,4,0.8,1,2,0.0,0.09798785185664527
1805,0.09535216174066088,0.9960443361403863,4,0.7995570321151716,1,2,0.0,0.09715345793172547
1806,0.09965340281852926,0.9957466384411651,4,0.7991145545102379,1,2,0.0,0.09729295574873086
1807,0.08604275549589897,0.9954258662208476,4,0.7986725663716814,1,2,0.0,0.09691164233234327
1808,0.09373426167652968,0.9953260610854567,4,0.7982310668877833,1,2,0.0,0.09741287914257096
1809,0.09308698411234315,0.9954102115143802,4,0.7977900552486188,1,2,0.0,0.09752000976445961
1810,0.09145779564734177,0.99545980560346,4,0.7973495306460519,1,2,0.0,0.09636556897490295
1811,0.09538754703773686,0.9955451062058436,4,0.7969094922737306,1,2,0.0,0.09705810565380467
1812,0.09039924882757615,0.9956531449508584,4,0.7964699393270822,1,2,0.0,0.09767225325792289
1813,0.09688100662594347,0.995895136289879,4,0.7965821389195149,1,2,0.0,0.09772614083496092
1814,0.10060668353756963,0.9963133263338405,4,0.7966942148760331,1,2,0.0,0.09722208070569624
1815,0.08598287348476195,0.9967252631974696,4,0.7968061674008811,1,2,0.0,0.0967216483791019
1816,0.08967391915608003,0.9975415669288326,4,0.7969179966978536,1,2,0.0,0.09766675077849851
1817,0.1031715315642282,0.9982334770130367,4,0.7970297029702971,1,2,0.0,0.0969715589016948
1818,0.09371531828341643,0.9990145062513799,4,0.7971412864211105,1,2,0.0,0.09744542453017649
1819,0.09734039193918458,0.9997352047391358,4,0.7972527472527473,1,2,0.9932044877519357,0.09687641709727846
1820,0.09712592700614936,0.9997219226190562,4,0.7973640856672158,1,2,0.9932412842324458,0.09722102315200093
1821,0.08899839862459358,0.9997043129191857,4,0.7974753018660812,1,2,0.9934104247722355,0.09674858084367564
1822,0.09504266819719984,0.9997051572093901,4,0.7975863960504662,1,2,0.993420026733479,0.09722230996182792
1823,0.09521054483145724,0.9997043204777185,4,0.7976973684210527,1,2,0.9936093091361151,0.09755771447344995
1824,0.09415284548528033,0.9997096808611537,4,0.7978082191780822,1,2,0.9935396000929506,0.09703990135660234
1825,0.10060120743891168,0.9997183544781046,4,0.7979189485213581,1,2,0.9935873461637743,0.09728351675445307
1826,0.09296366214487384,0.999722422274575,4,0.7980295566502463,1,2,0.9935697252713702,0.09714728158807817
1827,0.09309534790343646,0.9997264205515433,4,0.7981400437636762,1,2,0.993497123242433,0.097786522403661
1828,0.09949616088632954,0.9997211111935344,4,0.7982504100601422,1,2,0.9934569012047658,0.09642813900567877
1829,0.09582308904569589,0.9997405806471276,4,0.7983606557377049,1,2,0.9932907831852997,0.0974620192268752
1830,0.09586261584629668,0.999736584899789,4,0.7984707809939924,1,2,0.9932233509301924,0.09810152485867214
1831,0.0917507380880159,0.9997375626638648,4,0.7985807860262009,1,2,0.9925709391378057,0.09667984403523923
1832,0.10014689056612325,0.9996974674176978,4,0.7986906710310966,1,2,0.9925445532646956,0.09729629892038372
1833,0.10830628853067344,0.9996849573797827,4,0.7988004362050164,1,2,0.9924703113783262,0.0979080015107884
1834,0.09273168894135941,0.999677910500121,4,0.7989100817438692,1,2,0.9924485341507246,0.09712375106975396
1835,0.08952372921828641,0.9996815450449851,4,0.7990196078431373,1,2,0.9927472203210186,0.09730962931656673
