cycle,timestamp,concept_error,concept_stability,concept_dim,self_model_accuracy,self_model_confidence,num_goals,goal_stability,goal_revisit_bias,meta_triggered,meta_diversity,behavior_pattern,action_taken,reward_received
1530,2026-04-15T23:56:22.402930,0.11403133839665078,0.9997614596383615,4,0.7857609405617244,0.8,2,0.9935482608876294,0.08643884109288352,1,0.578341422614896,exploit,1,0.5
1531,2026-04-15T23:56:22.402944,0.10558749732911343,0.999763211580129,4,0.7859007832898173,0.8,2,0.9934548549718938,0.08634893939109381,1,0.578421471016368,exploit,1,0.5
1532,2026-04-15T23:56:22.402962,0.1172659914402412,0.9997889234415669,4,0.7860404435746902,0.8,2,0.9934569257993934,0.08548023452771199,1,0.5784995588851489,exploit,1,0.5
1533,2026-04-15T23:56:22.402977,0.11819436452089348,0.9998167998494033,4,0.7861799217731421,0.8,2,0.9931334548091458,0.08692995359567894,1,0.5785756842690464,exploit,1,0.5
1534,2026-04-15T23:56:22.402991,0.104744157763286,0.9997989776853418,4,0.7863192182410423,0.8,2,0.9931946015515389,0.08642747327513399,1,0.5786498452649296,exploit,1,0.5
1535,2026-04-15T23:56:22.403005,0.10549518937526736,0.999782945748254,4,0.7864583333333334,0.8,2,0.9930956558472999,0.08671949039067758,1,0.5787220400187774,exploit,1,0.5
1536,2026-04-15T23:56:22.403020,0.1082882004520683,0.9997833389409972,4,0.7865972674040338,0.8,2,0.9932281080725389,0.08657505049782982,1,0.5787922667257248,exploit,1,0.5
1537,2026-04-15T23:56:22.403034,0.10442193119527257,0.9997836078979947,4,0.7867360208062418,0.8,2,0.9932803586159458,0.08562463421835259,1,0.578860523630108,exploit,1,0.5
1538,2026-04-15T23:56:22.403048,0.10816929000960099,0.9997843690712924,4,0.7868745938921378,0.8,2,0.9931951079990212,0.08589850249431784,1,0.5789268090255076,exploit,1,0.5
1539,2026-04-15T23:56:22.403063,0.10702377787795123,0.9998011102493499,4,0.787012987012987,0.8,2,0.9931491337290907,0.08637078516728833,1,0.5789911212547925,exploit,1,0.5
1540,2026-04-15T23:56:22.403089,0.10141182139936081,0.999817184548132,4,0.7871512005191434,0.8,2,0.9929980562615721,0.08565125342901565,1,0.57905345871016,exploit,1,0.5
1541,2026-04-15T23:56:22.403104,0.11035373138401405,0.9998218225507378,4,0.7872892347600519,0.8,2,0.993077956933551,0.08633322468266316,1,0.5791138198331772,exploit,1,0.5
1542,2026-04-15T23:56:22.403118,0.10204160815618435,0.9998259432667431,4,0.7874270900842515,0.8,2,0.9931800166984945,0.0866838844568474,1,0.579172203114819,exploit,1,0.5
1543,2026-04-15T23:56:22.403133,0.1091061187944375,0.9998146663593334,4,0.7875647668393783,0.8,2,0.9933647863147599,0.08616666435567155,1,0.5792286070955066,exploit,1,0.5
1544,2026-04-15T23:56:22.403147,0.10564845736313833,0.9998124834781503,4,0.7877022653721683,0.8,2,0.9933523093232238,0.08591008131192891,1,0.5792830303651432,exploit,1,0.5
1545,2026-04-15T23:56:22.403162,0.10540112348058132,0.9998119006119723,4,0.7878395860284605,0.8,2,0.9933908600020624,0.08655055184127647,1,0.57933547156315,exploit,1,0.5
1546,2026-04-15T23:56:22.403176,0.10702000192271133,0.9998090712398929,4,0.7879767291531997,0.8,2,0.9934070794077008,0.0868626252017137,1,0.5793859293784998,exploit,1,0.5
1547,2026-04-15T23:56:22.403190,0.11105569535312228,0.9998166798801348,4,0.7881136950904393,0.8,2,0.9933522465241158,0.08632921107415761,1,0.5794344025497498,exploit,1,0.5
1548,2026-04-15T23:56:22.403205,0.10861660943976523,0.9998204378656765,4,0.7882504841833441,0.8,2,0.9946639777428914,0.08686423956274027,1,0.5794808898650733,exploit,1,0.5
1549,2026-04-15T23:56:22.403219,0.09910937093529408,0.9998171982232992,4,0.7883870967741935,0.8,2,0.9946596745146785,0.08620941394993081,1,0.5795253901622898,exploit,1,0.5
1550,2026-04-15T23:56:22.403233,0.1086130702763212,0.9998078606339676,4,0.7885235332043843,0.8,2,0.9945528679692498,0.08659995687247668,1,0.5795679023288941,exploit,1,0.5
1551,2026-04-15T23:56:22.403248,0.11007884971341333,0.999823884136598,4,0.788659793814433,0.8,2,0.9946601016602966,0.08695512664622318,1,0.5796084253020843,exploit,1,0.5
1552,2026-04-15T23:56:22.403272,0.10139982844923191,0.9998293572734918,4,0.7887958789439794,0.8,2,0.9947039073123892,0.08564925791051263,1,0.5796469580687884,exploit,1,0.5
1553,2026-04-15T23:56:22.403286,0.10267476939509022,0.9998294302510031,4,0.788931788931789,0.8,2,0.9946357782494918,0.0872880655645048,1,0.579683499665689,exploit,1,0.5
1554,2026-04-15T23:56:22.403301,0.10229190836545213,0.9998390165094856,4,0.7890675241157556,0.8,2,0.9943105548437144,0.08828075310531189,1,0.5797180491792481,exploit,1,0.5
1555,2026-04-15T23:56:22.403315,0.10396257204968418,0.9998428748084768,4,0.7892030848329049,0.8,2,0.9944600591707502,0.08637236199440011,1,0.5797506057457297,exploit,1,0.5
1556,2026-04-15T23:56:22.403329,0.10184079244526736,0.9998386933289509,4,0.7893384714193963,0.8,2,0.9941975004784498,0.08729336803184871,1,0.5797811685512213,exploit,1,0.5
1557,2026-04-15T23:56:22.403344,0.10305791181353577,0.9998364198721083,4,0.7894736842105263,0.8,2,0.9945447756751418,0.08631367109547,1,0.5798097368316544,exploit,1,0.5
1558,2026-04-15T23:56:22.403358,0.11117687287274595,0.999824976614167,4,0.7896087235407312,0.8,2,0.9944944894543086,0.08613507680157971,1,0.5798363098728234,exploit,1,0.5
1559,2026-04-15T23:56:22.403373,0.09743627705410521,0.9998278942142481,4,0.7897435897435897,0.8,2,0.9944536003524433,0.08650368883933067,1,0.5798608870104038,exploit,1,0.5
1560,2026-04-15T23:56:22.403387,0.09310856190916714,0.999831808412336,4,0.7898782831518257,0.8,2,0.9949703594056378,0.08613405492896412,1,0.5798834676299685,exploit,1,0.5
1561,2026-04-15T23:56:22.403401,0.10729408161468401,0.9998286585877747,4,0.7900128040973111,0.8,2,0.9948780467866511,0.08673408842323277,1,0.5799040511670028,exploit,1,0.5
1562,2026-04-15T23:56:22.403415,0.10474013306971981,0.9998258951724636,4,0.7901471529110684,0.8,2,0.9948185218365357,0.08616892297890125,1,0.5799226371069197,exploit,1,0.5
1563,2026-04-15T23:56:22.403430,0.10663206824788722,0.999842545038615,4,0.7902813299232737,0.8,2,0.9948543396461442,0.08697919683979749,1,0.5799392249850716,exploit,1,0.5
1564,2026-04-15T23:56:22.403444,0.09906266157559879,0.9998476547350706,4,0.7904153354632588,0.8,2,0.9949082726962993,0.08579703356007534,1,0.5799538143867623,exploit,1,0.5
1565,2026-04-15T23:56:22.403462,0.10217608841010618,0.9998380942661551,4,0.7905491698595147,0.8,2,0.994854599891928,0.08607249894570893,1,0.5799664049472576,exploit,1,0.5
1566,2026-04-15T23:56:22.403477,0.10845754787907412,0.999844818388246,4,0.7906828334396937,0.8,2,0.9948920833672015,0.08617747258403041,1,0.5799769963517941,exploit,1,0.5
1567,2026-04-15T23:56:22.403492,0.11340411200522557,0.9998496265395251,4,0.7908163265306123,0.8,2,0.9948918092094774,0.08641464768628836,1,0.5799855883355873,exploit,1,0.5
1568,2026-04-15T23:56:22.403506,0.1096099932420653,0.9998505000100139,4,0.7909496494582536,0.8,2,0.9948580623722343,0.08617439940724765,1,0.5799921806838381,exploit,1,0.5
1569,2026-04-15T23:56:22.403521,0.10028436294430118,0.9998522263626719,4,0.7910828025477707,0.8,2,0.9949243218601541,0.08632637644435011,1,0.5799967732317379,exploit,1,0.5
1570,2026-04-15T23:56:22.403535,0.1078184869745551,0.9998628049997671,4,0.7912157861234882,0.8,2,0.9949838161487776,0.08608242243880507,1,0.5799993658644735,exploit,1,0.5
1571,2026-04-15T23:56:22.403549,0.10677962375350208,0.9998423562991066,4,0.7913486005089059,0.8,2,0.9948540506398297,0.08604125157677472,1,0.5799999585172291,exploit,1,0.5
1572,2026-04-15T23:56:22.403564,0.10175029783255322,0.9998518335673832,4,0.7914812460267006,0.8,2,0.9948956002212284,0.08636376338734078,1,0.5799985511751884,exploit,1,0.5
1573,2026-04-15T23:56:22.403586,0.10109004616046056,0.9998348916390412,4,0.7916137229987293,0.8,2,0.9950396176115763,0.0860970387325577,1,0.579995143873535,exploit,1,0.5
1574,2026-04-15T23:56:22.403611,0.09886593442425276,0.9998241881824157,4,0.7917460317460318,0.8,2,0.9955885320431908,0.08641223909878563,1,0.5799897366974511,exploit,1,0.5
1575,2026-04-15T23:56:22.403632,0.10490493246795532,0.9998332904458327,4,0.7918781725888325,0.8,2,0.9953799945854558,0.0869026546229067,1,0.579982329782116,exploit,1,0.5
1576,2026-04-15T23:56:22.403650,0.10701557571069112,0.9998208937288326,4,0.7920101458465441,0.8,2,0.995072605385656,0.08501005474925712,1,0.579972923312702,exploit,1,0.5
1577,2026-04-15T23:56:22.403664,0.09348595848478167,0.9998136623486537,4,0.7921419518377694,0.8,2,0.995112641621131,0.08576377364818205,1,0.5799615175243704,exploit,1,0.5
1578,2026-04-15T23:56:22.403679,0.10670884188694696,0.9998258631079642,4,0.792273590880304,0.8,2,0.9951181709483512,0.0858404033685881,1,0.5799481127022654,exploit,1,0.5
1579,2026-04-15T23:56:22.403693,0.0983783242542034,0.9998229325173361,4,0.7924050632911392,0.8,2,0.9951761850226974,0.08603776333715274,1,0.5799327091815067,exploit,1,0.5
1580,2026-04-15T23:56:22.403715,0.10363957641592537,0.9998129599190926,4,0.7925363693864642,0.8,2,0.9950423000868199,0.08697062898588666,1,0.5799153073471818,exploit,1,0.5
1581,2026-04-15T23:56:22.403730,0.10170047960142198,0.9998180530030069,4,0.7926675094816688,0.8,2,0.9950941130232156,0.08681626820322262,1,0.5798959076343353,exploit,1,0.5
1582,2026-04-15T23:56:22.403745,0.10171707583723125,0.9998277219835546,4,0.7927984838913456,0.8,2,0.9945475249499485,0.08679779107302274,1,0.5798745105279594,exploit,1,0.5
1583,2026-04-15T23:56:22.403759,0.11261943994897805,0.9997779985111547,4,0.7929292929292929,0.8,2,0.994343001358312,0.0866458519855524,1,0.5798511165629803,exploit,1,0.5
1584,2026-04-15T23:56:22.403774,0.10641461901823736,0.9997599192157983,4,0.7930599369085174,0.8,2,0.9941872191801376,0.08674726431406077,1,0.579825726324246,exploit,1,0.5
1585,2026-04-15T23:56:22.403788,0.10023573108588123,0.9997710910286454,4,0.7931904161412359,0.8,2,0.9937315058352012,0.08730002535239087,1,0.5797983404465111,exploit,1,0.5
1586,2026-04-15T23:56:22.403803,0.11163377693945242,0.999770490104322,4,0.7933207309388783,0.8,2,0.9936816846471832,0.08702877249943711,1,0.5797689596144213,exploit,1,0.5
1587,2026-04-15T23:56:22.403832,0.10194342671454709,0.9997705530475083,4,0.7934508816120907,0.8,2,0.9936933104828607,0.08635136057831971,1,0.5797375845624958,exploit,1,0.5
1588,2026-04-15T23:56:22.403848,0.09879093498587138,0.9997737861702397,4,0.7935808684707363,0.8,2,0.9936101171252167,0.08617773984336727,1,0.5797042160751092,exploit,1,0.5
1589,2026-04-15T23:56:22.403863,0.1122500222641184,0.9997662277384343,4,0.7937106918238994,0.8,2,0.9932400607279507,0.08597532050736252,1,0.579668854986472,exploit,1,0.5
1590,2026-04-15T23:56:22.403877,0.11104770315893633,0.9997535445811867,4,0.7938403519798869,0.8,2,0.9930304436489796,0.08668881709101539,1,0.5796315021806095,exploit,1,0.5
1591,2026-04-15T23:56:22.403892,0.10527711494819553,0.9997896704530123,4,0.7939698492462312,0.8,2,0.9930994111697605,0.08638924948333054,1,0.5795921585913401,exploit,1,0.5
1592,2026-04-15T23:56:22.403906,0.09276935138318632,0.9997942056089002,4,0.7940991839296924,0.8,2,0.9928931126410975,0.08615894047226598,1,0.5795508252022512,exploit,1,0.5
1593,2026-04-15T23:56:22.403924,0.10296188743734755,0.9998146575820529,4,0.794228356336261,0.8,2,0.9929108098105772,0.08608916650388726,1,0.5795075030466755,exploit,1,0.5
1594,2026-04-15T23:56:22.403944,0.10582499989822852,0.9998204754448856,4,0.7943573667711599,0.8,2,0.9927334242030524,0.08632050191688273,1,0.5794621932076648,exploit,1,0.5
1595,2026-04-15T23:56:22.403963,0.10193646089434771,0.9998182103299084,4,0.7944862155388471,0.8,2,0.9926292682157911,0.08711107485271118,1,0.5794148968179624,exploit,1,0.5
1596,2026-04-15T23:56:22.403978,0.0957688322439879,0.9998184887573159,4,0.7946149029430182,0.8,2,0.9929970066232453,0.08555611320599338,1,0.5793656150599759,exploit,1,0.5
1597,2026-04-15T23:56:22.403992,0.10419997018934762,0.9998230248173428,4,0.7947434292866082,0.8,2,0.9930716713313338,0.08599236242730411,1,0.5793143491657463,exploit,1,0.5
1598,2026-04-15T23:56:22.404007,0.09310552707069081,0.9998218668858242,4,0.7948717948717948,0.8,2,0.9930838009401576,0.08573045587968825,1,0.5792611004169187,exploit,1,0.5
1599,2026-04-15T23:56:22.404021,0.10635375709363112,0.9998102372646741,4,0.795,0.8,2,0.993105848818676,0.08596694774591135,1,0.5792058701447088,exploit,1,0.5
1600,2026-04-15T23:56:22.404036,0.10775643238175613,0.9989250897984018,4,0.7945034353529045,0.8,2,0.0,0.09767269828382287,1,0.5791486597298705,explore,0,0.7
1601,2026-04-15T23:56:22.404049,0.10685028182306847,0.998304278792243,4,0.7940074906367042,0.8,2,0.0,0.09762142640467222,1,0.5790894706026614,explore,0,0.7
1602,2026-04-15T23:56:22.404063,0.1102675091284249,0.9978113772987827,4,0.793512164691204,0.8,2,0.0,0.09708189208213995,1,0.5790283042428064,explore,0,0.7
1603,2026-04-15T23:56:22.404076,0.09812957327274506,0.9972006931258361,4,0.7930174563591023,0.8,2,0.0,0.09792218666358046,1,0.5789651621794614,explore,0,0.7
1604,2026-04-15T23:56:22.404089,0.11022322066607734,0.9965700070417896,4,0.7925233644859813,0.8,2,0.0,0.09798785185664527,1,0.5789000459911747,explore,0,0.7
1605,2026-04-15T23:56:22.404103,0.10613194567416522,0.9959801449746202,4,0.7920298879202988,0.8,2,0.0,0.09715345793172547,1,0.5788329573058476,explore,0,0.7
1606,2026-04-15T23:56:22.404116,0.11035716865595385,0.9957252450446886,4,0.791537025513379,0.8,2,0.0,0.09729295574873086,1,0.5787638978006937,explore,0,0.7
1607,2026-04-15T23:56:22.404130,0.09629429940952841,0.9953776027415923,4,0.7910447761194029,0.8,2,0.0,0.09691164233234327,1,0.5786928692021971,explore,0,0.7
1608,2026-04-15T23:56:22.404143,0.10432737036345271,0.995383827476025,4,0.7905531385954009,0.8,2,0.0,0.09741287914257096,1,0.578619873286069,explore,0,0.7
1609,2026-04-15T23:56:22.404157,0.10375227378316082,0.9955040588879516,4,0.7900621118012422,0.8,2,0.0,0.09752000976445961,1,0.5785449118772035,explore,0,0.7
1610,2026-04-15T23:56:22.404170,0.10176219741529331,0.9955734509360151,4,0.7895716945996276,0.8,2,0.0,0.09636556897490295,1,0.578467986849632,explore,0,0.7
1611,2026-04-15T23:56:22.404184,0.10592968121660025,0.9956763842052502,4,0.7890818858560794,0.8,2,0.0,0.09705810565380467,1,0.578389100126476,explore,0,0.7
1612,2026-04-15T23:56:22.404197,0.10079196592689388,0.9958226564062221,4,0.7885926844389337,0.8,2,0.0,0.09767225325792289,1,0.5783082536798998,explore,0,0.7
1613,2026-04-15T23:56:22.404211,0.10788170529457318,0.9962254318489452,4,0.7881040892193308,0.8,2,0.0,0.09772614083496092,1,0.5782254495310601,explore,0,0.7
1614,2026-04-15T23:56:22.404224,0.11166850908772029,0.9967316245248387,4,0.788235294117647,0.8,2,0.0,0.09722208070569624,1,0.5781406897500563,explore,0,0.7
1615,2026-04-15T23:56:22.404238,0.09613483017185881,0.9971343663881642,4,0.7883663366336634,0.8,2,0.0,0.0967216483791019,1,0.5780539764558786,explore,0,0.7
1616,2026-04-15T23:56:22.404258,0.10009794842083224,0.9975799853125069,4,0.7884972170686456,0.8,2,0.0,0.09766675077849851,1,0.5779653118163548,explore,0,0.7
1617,2026-04-15T23:56:22.404273,0.11443942942917104,0.9981394029749088,4,0.788627935723115,0.8,2,0.0,0.0969715589016948,1,0.5778746980480963,explore,0,0.7
1618,2026-04-15T23:56:22.404286,0.10439435186847396,0.9987976391756467,4,0.78875849289685,0.8,2,0.0,0.09744542453017649,1,0.5777821374164426,explore,0,0.7
1619,2026-04-15T23:56:22.404299,0.10808784396812986,0.999727460444273,4,0.7888888888888889,0.8,2,0.9933821455679837,0.09687641709727846,1,0.5776876322354045,explore,0,0.7
1620,2026-04-15T23:56:22.404314,0.10775616819131739,0.9997219226182285,4,0.7890191239975324,0.8,2,0.9932156551778909,0.09722102315200093,1,0.577591184867607,explore,0,0.7
1621,2026-04-15T23:56:22.404328,0.0990795686252981,0.9997043129181589,4,0.7891491985203453,0.8,2,0.993396070681537,0.09674858084367564,1,0.5774927977242288,explore,0,0.7
1622,2026-04-15T23:56:22.404342,0.10562070504656526,0.9997051572084533,4,0.789279112754159,0.8,2,0.9934001594912623,0.09722230996182792,1,0.5773924732649436,explore,0,0.7
1623,2026-04-15T23:56:22.404357,0.10587662549817536,0.9997043204767428,4,0.7894088669950738,0.8,2,0.9935979293463224,0.09755771447344995,1,0.5772902139978576,explore,0,0.7
1624,2026-04-15T23:56:22.404371,0.10495400977251645,0.9997096808603063,4,0.7895384615384615,0.8,2,0.9935357804626604,0.09703990135660234,1,0.5771860224794473,explore,0,0.7
1625,2026-04-15T23:56:22.404386,0.11158168598495191,0.9997183544772709,4,0.7896678966789668,0.8,2,0.993582330786147,0.09728351675445307,1,0.577079901314495,explore,0,0.7
1626,2026-04-15T23:56:22.404400,0.10371079376814832,0.9997224222736919,4,0.7897971727105101,0.8,2,0.99356220837081,0.09714728158807817,1,0.5769718531560245,explore,0,0.7
1627,2026-04-15T23:56:22.404414,0.10357056050104718,0.9997264205505305,4,0.7899262899262899,0.8,2,0.9934889801666023,0.097786522403661,1,0.576861880705234,explore,0,0.7
1628,2026-04-15T23:56:22.404428,0.11039125497898382,0.9997211111923638,4,0.7900552486187845,0.8,2,0.9934617210623315,0.09642813900567877,1,0.5767499867114292,explore,0,0.7
1629,2026-04-15T23:56:22.404443,0.10645163127305216,0.9997405806462414,4,0.7901840490797546,0.8,2,0.9932936359333433,0.0974620192268752,1,0.5766361739719539,explore,0,0.7
1630,2026-04-15T23:56:22.404460,0.1066025312037124,0.9997365848987251,4,0.7903126916002452,0.8,2,0.9932289634827349,0.09810152485867214,1,0.5765204453321208,explore,0,0.7
1631,2026-04-15T23:56:22.404475,0.10215564429837388,0.9997375626628098,4,0.7904411764705882,0.8,2,0.9925866293116206,0.09667984403523923,1,0.5764028036851397,explore,0,0.7
1632,2026-04-15T23:56:22.404489,0.11106628220993123,0.9996974674165081,4,0.7905695039804042,0.8,2,0.9925608122401013,0.09729629892038372,1,0.576283251972046,explore,0,0.7
1633,2026-04-15T23:56:22.404503,0.11942994841695281,0.9996849573784444,4,0.7906976744186046,0.8,2,0.9924837952655874,0.0979080015107884,1,0.5761617931816259,explore,0,0.7
1634,2026-04-15T23:56:22.404517,0.10305769342193632,0.9996779104987988,4,0.7908256880733945,0.8,2,0.9924618608467173,0.09712375106975396,1,0.5760384303503431,explore,0,0.7
1635,2026-04-15T23:56:22.404532,0.09983933001490142,0.9996815450435845,4,0.7909535452322738,0.8,2,0.9927547419879889,0.09730962931656673,1,0.5759131665622619,explore,0,0.7
1636,2026-04-15T23:56:22.404558,0.1054961477132204,0.9996790868728517,4,0.7910812461820403,0.8,2,0.9932423566414592,0.09800918711558496,1,0.5757860049489704,explore,0,0.7
1637,2026-04-15T23:56:22.404573,0.10724570888030024,0.9996476216544774,4,0.7912087912087912,0.8,2,0.9932566645263912,0.0966523239154835,1,0.5756569486895023,explore,0,0.7
1638,2026-04-15T23:56:22.404588,0.10247602260010825,0.9996486945432402,4,0.7913361805979255,0.8,2,0.993183079676272,0.0973363479892182,1,0.5755260010102576,explore,0,0.7
1639,2026-04-15T23:56:22.404602,0.11027618367861786,0.9996910204450031,4,0.7914634146341464,0.8,2,0.9932283867003298,0.09820150862962672,1,0.5753931651849211,explore,0,0.7
1640,2026-04-15T23:56:22.404616,0.09977477157170066,0.9997100538301797,4,0.7915904936014625,0.8,2,0.9936326912350728,0.09720971158646985,1,0.5752584445343819,explore,0,0.7
1641,2026-04-15T23:56:22.404631,0.11005844937815781,0.9997186414848066,4,0.7917174177831913,0.8,2,0.9936579503617007,0.09761279000144907,1,0.5751218424266489,explore,0,0.7
1642,2026-04-15T23:56:22.404645,0.09951076000614055,0.9997208191337986,4,0.7918441874619598,0.8,2,0.9935782352029685,0.09843044586709486,1,0.5749833622767678,explore,0,0.7
1643,2026-04-15T23:56:22.404659,0.09865028834044073,0.9997168550610073,4,0.791970802919708,0.8,2,0.9935148989273409,0.0976158309160197,1,0.5748430075467352,explore,0,0.7
1644,2026-04-15T23:56:22.404674,0.10257257353741962,0.9997160802251179,4,0.79209726443769,0.8,2,0.9935253839057581,0.09830369904750103,1,0.5747007817454121,explore,0,0.7
1645,2026-04-15T23:56:22.404688,0.09930725117009669,0.99972020576349,4,0.7922235722964763,0.8,2,0.993479688741,0.09683876794587452,1,0.5745566884284359,explore,0,0.7
1646,2026-04-15T23:56:22.404708,0.10737142045142081,0.9997030846814774,4,0.7923497267759563,0.8,2,0.9935422375845413,0.0972370351819662,1,0.5744107311981322,explore,0,0.7
1647,2026-04-15T23:56:22.404723,0.10820451309537464,0.999707670864481,4,0.7924757281553398,0.8,2,0.9934832396021374,0.09776527552468756,1,0.5742629137034241,explore,0,0.7
1648,2026-04-15T23:56:22.404737,0.10767512703139098,0.9997139401894395,4,0.7926015767131595,0.8,2,0.9940709019466383,0.09837423373752811,1,0.5741132396397413,explore,0,0.7
1649,2026-04-15T23:56:22.404752,0.09435979068380984,0.9997173327604075,4,0.7927272727272727,0.8,2,0.9941163675890579,0.09764859420791523,1,0.5739617127489275,explore,0,0.7
1650,2026-04-15T23:56:22.404766,0.10597619343551223,0.99972231929191,4,0.7928528164748637,0.8,2,0.9941796640773278,0.097789081107089,1,0.5738083368191472,explore,0,0.7
1651,2026-04-15T23:56:22.404780,0.10468684044147097,0.9997317015200233,4,0.7929782082324455,0.8,2,0.9955368369502943,0.09677801234882522,1,0.5736531156847906,explore,0,0.7
1652,2026-04-15T23:56:22.404795,0.09787913462330544,0.9997632113939086,4,0.7931034482758621,0.8,2,0.9958537944595849,0.09712215305645783,1,0.573496053226378,explore,0,0.7
1653,2026-04-15T23:56:22.404809,0.09784774235947222,0.9997684102047181,4,0.7932285368802902,0.8,2,0.9957001264850045,0.09759373944834862,1,0.5733371533704625,explore,0,0.7
1654,2026-04-15T23:56:22.404823,0.09769327349641575,0.9997642244675552,4,0.7933534743202417,0.8,2,0.9960996387747738,0.0977384364025214,1,0.5731764200895326,explore,0,0.7
1655,2026-04-15T23:56:22.404837,0.10080354320125084,0.9997701336486073,4,0.7934782608695652,0.8,2,0.9960533876363591,0.09747385089375485,1,0.5730138574019116,explore,0,0.7
1656,2026-04-15T23:56:22.404852,0.09711262196080728,0.9997817580044378,4,0.7936028968014484,0.8,2,0.995908907929198,0.09779022523310775,1,0.5728494693716584,explore,0,0.7
1657,2026-04-15T23:56:22.404866,0.10318183120454526,0.9997963402146547,4,0.7937273823884198,0.8,2,0.9959542070936213,0.09718957947369514,1,0.5726832601084652,explore,0,0.7
1658,2026-04-15T23:56:22.404880,0.11018669997429004,0.9998142021699136,4,0.7938517179023508,0.8,2,0.995938405497689,0.09748878396990632,1,0.5725152337675548,explore,0,0.7
1659,2026-04-15T23:56:22.404894,0.09491140381162305,0.9998171823850177,4,0.7939759036144578,0.8,2,0.9959336129692911,0.0974609963357085,1,0.572345394549577,explore,0,0.7
1660,2026-04-15T23:56:22.404909,0.09496015445804751,0.9998120553756685,4,0.794099939795304,0.8,2,0.9959841389438908,0.0975618651594446,1,0.5721737467005035,explore,0,0.7
1661,2026-04-15T23:56:22.404923,0.10799888455593237,0.9998224478320606,4,0.7942238267148014,0.8,2,0.9960983139607681,0.09796108384633936,1,0.5720002945115216,explore,0,0.7
1662,2026-04-15T23:56:22.404937,0.10362159561219826,0.99981979614132,4,0.7943475646422129,0.8,2,0.9960204452724255,0.09717534821650516,1,0.5718250423189267,explore,0,0.7
1663,2026-04-15T23:56:22.404955,0.10719929456341899,0.999817899552039,4,0.7944711538461539,0.8,2,0.9959787611428618,0.0976201109432466,1,0.5716479945040149,explore,0,0.7
1664,2026-04-15T23:56:22.404970,0.09729915349700169,0.9998095362925721,4,0.7945945945945946,0.8,2,0.9960037331451919,0.0971666389094962,1,0.5714691554929722,explore,0,0.7
1665,2026-04-15T23:56:22.404984,0.09561987537784838,0.9997999444325318,4,0.7947178871548619,0.8,2,0.9959569808872986,0.09790584295664495,1,0.5712885297567645,explore,0,0.7
1666,2026-04-15T23:56:22.404998,0.1122062822019614,0.9998258329688227,4,0.7948410317936413,0.8,2,0.9961975100108242,0.09759024200111137,1,0.5711061218110257,explore,0,0.7
1667,2026-04-15T23:56:22.405013,0.10894094898557971,0.9998240089501809,4,0.7949640287769785,0.8,2,0.9961768154149273,0.09732120362511833,1,0.5709219362159451,explore,0,0.7
1668,2026-04-15T23:56:22.405027,0.10118180639344862,0.9998192135127941,4,0.7950868783702816,0.8,2,0.9961125606806354,0.09813071699029957,1,0.570735977576153,explore,0,0.7
1669,2026-04-15T23:56:22.405041,0.10430500209901786,0.9998058904781142,4,0.7952095808383234,0.8,2,0.9959159209680098,0.09770752722798522,1,0.5705482505406057,explore,0,0.7
1670,2026-04-15T23:56:22.405056,0.10619163733104811,0.9997975497947242,4,0.7953321364452424,0.8,2,0.9959209920933203,0.09758498821041257,1,0.5703587598024692,explore,0,0.7
1671,2026-04-15T23:56:22.405070,0.10506219341386258,0.9997904455495399,4,0.7954545454545454,0.8,2,0.9958314212800714,0.09725968371721588,1,0.5701675100990021,explore,0,0.7
1672,2026-04-15T23:56:22.405085,0.09902355443942257,0.9997907557878972,4,0.7955768081291094,0.8,2,0.9958728878285923,0.0983847538002041,1,0.5699745062114372,explore,0,0.7
1673,2026-04-15T23:56:22.405099,0.09905647285555191,0.9997906698883626,4,0.7956989247311828,0.8,2,0.9957543748545976,0.09811530354179687,1,0.5697797529648615,explore,0,0.7
1674,2026-04-15T23:56:22.405113,0.09765078168214275,0.9997847342081423,4,0.7958208955223881,0.8,2,0.995279563128975,0.09743351656815455,1,0.5695832552280959,explore,0,0.7
1675,2026-04-15T23:56:22.405128,0.10319726200324963,0.999798526583402,4,0.7959427207637232,0.8,2,0.9951921989701606,0.09866482426031295,1,0.5693850179135739,explore,0,0.7
1676,2026-04-15T23:56:22.405142,0.10279872074807592,0.9997908435236628,4,0.7960644007155635,0.8,2,0.9946584207071443,0.09686175204282146,1,0.5691850459772178,explore,0,0.7
1677,2026-04-15T23:56:22.405157,0.09316896220550527,0.9998163080165843,4,0.7961859356376639,0.8,2,0.9946224775149656,0.09763804667476723,1,0.5689833444183157,explore,0,0.7
1678,2026-04-15T23:56:22.405171,0.09795515768963398,0.9998194555922536,4,0.7963073257891602,0.8,2,0.9945255652949756,0.09707559641951591,1,0.5687799182793959,explore,0,0.7
1679,2026-04-15T23:56:22.405185,0.09706387638821051,0.9998192425851534,4,0.7964285714285714,0.8,2,0.9944773390202706,0.09768989234344393,1,0.5685747726461015,explore,0,0.7
1680,2026-04-15T23:56:22.405200,0.10167496428976162,0.9998026425851783,4,0.7965496728138013,0.8,2,0.9946227269457831,0.09765229876507285,1,0.5683679126470624,explore,0,0.7
1681,2026-04-15T23:56:22.405214,0.09933553180821654,0.9998037326320979,4,0.7966706302021404,0.8,2,0.994550416103749,0.09831421913424562,1,0.5681593434537682,explore,0,0.7
